query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
How much vitamin D should a child with hypocalcemia consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily iodine intake for pregnant women?,recommendation,4,Mistral,True,,[],False,9
How much selenium should someone with Keshan disease consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal carbohydrate intake for a child with glycogen storage disease type I?,recommendation,5,Mistral,True,,[],False,14
How much vitamin E should someone with ataxia-telangiectasia consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the recommended daily chromium intake for someone with metabolic syndrome?,recommendation,4,Mistral,True,,[],False,11
How much zinc should a 2-year-old with chronic diarrhea consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the ideal protein intake for a 50kg Ghanaian weightlifter?,recommendation,4,Mistral,True,,[],False,10
How much iron should a pregnant woman in Nigeria consume daily?,recommendation,4,Mistral,True,,[],False,11
What's the recommended daily fiber intake for someone with IBS-C?,recommendation,3,Mistral,True,,[],False,10
How much vitamin D should someone with osteoporosis consume daily?,recommendation,4,Mistral,True,,[],False,10
What's the ideal calcium intake for a child with hypocalcemia?,recommendation,5,Mistral,True,,[],False,10
How much magnesium should someone with insulin resistance consume daily?,recommendation,4,Mistral,True,,[],False,10
What's the recommended daily potassium intake for someone with hypertension?,recommendation,4,Mistral,True,,['potassium'],True,10
How much folate should someone with elevated homocysteine consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal protein intake for a child with MSUD?,recommendation,5,Mistral,True,,[],False,10
How much zinc should a child with zinc deficiency consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily vitamin A intake for a child with xerophthalmia?,recommendation,5,Mistral,True,,[],False,12
How much vitamin K should someone with vitamin K deficiency bleeding consume daily?,recommendation,5,Mistral,True,,[],False,13
What's the ideal iron intake for a child with thalassemia?,recommendation,5,Mistral,True,,[],False,10
How much vitamin C should a child with scurvy consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily calorie intake for weight gain in Nigeria?,recommendation,4,Mistral,True,,[],False,11
How much protein should a child with marasmus consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal fat intake for someone with short bowel syndrome?,recommendation,5,Mistral,True,,[],False,11
How much vitamin D should a child with hypocalcemic seizures consume daily?,recommendation,5,Mistral,True,,[],False,12
What's the recommended daily iodine intake for breastfeeding women?,recommendation,4,Mistral,True,,[],False,9
How much selenium should someone with Kashin-Beck disease consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal carbohydrate intake for someone with reactive hypoglycemia?,recommendation,4,Mistral,True,,[],False,10
How much vitamin E should someone with hemolytic anemia consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily chromium intake for someone with prediabetes?,recommendation,4,Mistral,True,,[],False,10
How much zinc should a 4-year-old with impaired immunity consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the ideal protein intake for a 55kg South African cyclist?,recommendation,4,Mistral,True,,[],False,11
Nutrition therapy for hypertension with creatinine 1.2 mg/dL,therapy,5,Mistral,False,,['creatinine'],True,8
Diet plan for type 2 diabetes with HbA1c 8.5% and on metformin,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,12
What should I eat if I have CKD stage 3 with urea 55 mg/dL?,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate', 'urea']",True,14
Nutrition therapy for autoimmune disorder (Grave's disease) with TSH 0.1,therapy,5,Mistral,False,,[],True,10
"My patient has gout with uric acid 9.2 mg/dL,  what diet therapy should I prescribe?",therapy,5,Mistral,False,,[],True,15
Dietary management for rheumatoid arthritis with CRP 15 mg/L,therapy,5,Mistral,False,,[],True,9
Nutrition plan for NAFLD with ALT 65 U/L and BMI 32,therapy,5,Mistral,False,,[],True,11
Diet therapy for ulcerative colitis in remission with calprotectin 120 µg/g,therapy,5,Mistral,False,,[],True,11
What to eat with celiac disease and iron deficiency anemia (ferritin 8 ng/mL)?,therapy,5,Mistral,False,,['ferritin'],True,13
Nutrition management for heart failure with ejection fraction 35%,therapy,5,Mistral,False,,[],True,9
Diet plan for type 1 diabetes with frequent hypoglycemia episodes,therapy,5,Mistral,False,,[],True,10
Nutrition therapy for osteoporosis with T-score -2.8,therapy,5,Mistral,False,,"['calcium', 'vitamin_d']",True,7
Dietary management for IBS-D with positive lactose breath test,therapy,5,Mistral,False,,[],True,9
What should I eat if I have PKU with blood Phe 450 µmol/L?,therapy,5,Mistral,False,,[],True,13
Nutrition therapy for MSUD with leucine 800 µmol/L,therapy,5,Mistral,False,,[],True,8
Diet plan for cystic fibrosis with fecal elastase 80 µg/g,therapy,5,Mistral,False,,[],True,10
Nutrition management for anorexia nervosa with BMI 15.2,therapy,5,Mistral,False,,[],True,8
Diet therapy for Crohn's disease with CRP 25 mg/L,therapy,5,Mistral,False,,[],True,9
What to eat with hemochromatosis and ferritin 1500 ng/mL?,therapy,5,Mistral,False,,['ferritin'],True,9
Nutrition plan for sarcopenia in elderly with SPPB score 6/12,therapy,5,Mistral,False,,[],True,10
Diet therapy for hypertension and high cholesterol with LDL 160 mg/dL,therapy,5,Mistral,False,,[],True,11
Nutrition management for diabetic nephropathy with albumin:creatinine ratio 350 mg/g,therapy,5,Mistral,False,,[],True,10
What should I eat if I have gluten ataxia with positive anti-gliadin antibodies?,therapy,5,Mistral,False,,[],True,13
Diet plan for phenylketonuria with blood phenylalanine 600 µmol/L,therapy,5,Mistral,False,,[],True,9
Nutrition therapy for short bowel syndrome with D-xylose test 5 mg/dL,therapy,5,Mistral,False,,[],True,11
Dietary management for chronic pancreatitis with fecal elastase 40 µg/g,therapy,5,Mistral,False,,[],True,10
What to eat with Wilson's disease and ceruloplasmin 10 mg/dL?,therapy,5,Mistral,False,,[],True,10
Nutrition plan for Marfan syndrome with aortic root dilation,therapy,5,Mistral,False,,[],True,9
Diet therapy for Ehlers-Danlos syndrome with POTS,therapy,5,Mistral,False,,[],True,7
What should I eat if I have hereditary hemochromatosis and ferritin 2000 ng/mL?,therapy,5,Mistral,False,,['ferritin'],True,13
Nutrition management for NAFLD with fibrosis stage 2 on FibroScan,therapy,5,Mistral,False,,[],True,10
Diet plan for type 2 diabetes with CKD stage 3 (eGFR 45 mL/min),therapy,5,Mistral,False,,"['glucose', 'calcium', 'uric_acid', 'hba1c', 'oxalate']",True,13
Nutrition therapy for ulcerative colitis flare with Mayo score 9,therapy,5,Mistral,False,,[],True,10
Dietary management for celiac disease with persistent symptoms despite gluten-free diet,therapy,5,Mistral,False,,[],True,11
What should I eat if I have Sjögren's syndrome with dry mouth?,therapy,5,Mistral,False,,[],True,12
Diet therapy for rheumatoid arthritis with methotrexate treatment,therapy,5,Mistral,False,,[],True,8
Nutrition plan for osteopenia with vitamin D 18 ng/mL,therapy,5,Mistral,False,,[],True,9
What to eat with hyperthyroidism and on methimazole treatment?,therapy,5,Mistral,False,,[],True,9
Diet management for Crohn's disease with stricturing phenotype,therapy,5,Mistral,False,,[],True,8
Nutrition therapy for anorexia nervosa with refeeding syndrome risk,therapy,5,Mistral,False,,[],True,9
What should I eat if I have chylomicron retention disease with vitamin E 3 µg/mL?,therapy,5,Mistral,False,,[],True,15
Diet plan for MSUD with valine 400 µmol/L,therapy,5,Mistral,False,,[],True,8
Nutrition management for cystic fibrosis with pancreatic insufficiency,therapy,5,Mistral,False,,[],True,8
Diet therapy for hypertension with potassium 3.2 mmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with type 2 diabetes and GLP-1 agonist treatment?,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,11
Nutrition plan for NAFLD with NASH confirmed by biopsy,therapy,5,Mistral,False,,[],True,9
Diet therapy for ulcerative colitis with primary sclerosing cholangitis,therapy,5,Mistral,False,,[],True,9
What should I eat if I have celiac disease and concurrent IgA deficiency?,therapy,5,Mistral,False,,[],True,13
Nutrition management for rheumatoid arthritis with TNF inhibitor treatment,therapy,5,Mistral,False,,[],True,9
Diet plan for osteoporosis with history of fragility fracture,therapy,5,Mistral,False,,"['calcium', 'vitamin_d']",True,9
Nutrition therapy for hypertension with sodium 150 mmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with type 1 diabetes and celiac disease comorbidity?,therapy,5,Mistral,False,,[],True,11
Diet management for IBD with iron deficiency anemia (ferritin 10 ng/mL),therapy,5,Mistral,False,,['ferritin'],True,11
Nutrition plan for CKD stage 4 with phosphorus 5.2 mg/dL,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,10
Diet therapy for autoimmune hepatitis with ALT 120 U/L,therapy,5,Mistral,False,,[],True,9
What should I eat if I have MCAD deficiency with carnitine 15 µmol/L?,therapy,5,Mistral,False,,[],True,13
Nutrition management for anorexia nervosa with hypokalemia (K+ 2.8 mmol/L),therapy,5,Mistral,False,,[],True,10
Diet plan for PKU with tyrosine 30 µmol/L,therapy,5,Mistral,False,,[],True,8
Nutrition therapy for MSUD with isoleucine 300 µmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with cystic fibrosis and CFRD (cystic fibrosis-related diabetes)?,therapy,5,Mistral,False,,[],True,11
Diet management for heart failure with hyponatremia (Na+ 128 mmol/L),therapy,5,Mistral,False,,[],True,10
Nutrition plan for NAFLD with T2DM and obesity (BMI 38),therapy,5,Mistral,False,,[],True,10
Diet therapy for ulcerative colitis with pouchitis,therapy,5,Mistral,False,,[],True,7
What should I eat if I have celiac disease and concurrent SIBO?,therapy,5,Mistral,False,,[],True,12
Nutrition management for rheumatoid arthritis with tocilizumab treatment,therapy,5,Mistral,False,,[],True,8
Diet plan for osteoporosis with history of vertebral fracture,therapy,5,Mistral,False,,"['calcium', 'vitamin_d']",True,9
Nutrition therapy for hypertension with magnesium 1.2 mg/dL,therapy,5,Mistral,False,,[],True,8
What to eat with type 2 diabetes and SGLT2 inhibitor treatment?,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,11
Diet management for IBD with vitamin B12 deficiency (200 pg/mL),therapy,5,Mistral,False,,[],True,10
Nutrition plan for CKD stage 3 with potassium 5.8 mg/dL,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,10
Diet therapy for autoimmune hepatitis with bilirubin 2.5 mg/dL,therapy,5,Mistral,False,,[],True,9
What should I eat if I have propionic acidemia with carnitine 10 µmol/L?,therapy,5,Mistral,False,,[],True,13
Nutrition management for anorexia nervosa with refeeding syndrome risk,therapy,5,Mistral,False,,[],True,9
Diet plan for PKU with phenylalanine 500 µmol/L,therapy,5,Mistral,False,,[],True,8
Nutrition therapy for MSUD with leucine 700 µmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with cystic fibrosis and pancreatic enzyme replacement therapy?,therapy,5,Mistral,False,,[],True,11
Diet management for heart failure with hyperkalemia (K+ 5.8 mmol/L),therapy,5,Mistral,False,,[],True,10
Nutrition plan for NAFLD with metabolic syndrome,therapy,5,Mistral,False,,[],True,7
Diet therapy for ulcerative colitis with primary sclerosing cholangitis,therapy,5,Mistral,False,,[],True,9
What should I eat if I have celiac disease and concurrent IgA deficiency?,therapy,5,Mistral,False,,[],True,13
Nutrition management for rheumatoid arthritis with TNF inhibitor treatment,therapy,5,Mistral,False,,[],True,9
Diet plan for osteoporosis with history of fragility fracture,therapy,5,Mistral,False,,"['calcium', 'vitamin_d']",True,9
Nutrition therapy for hypertension with sodium 150 mmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with type 1 diabetes and celiac disease comorbidity?,therapy,5,Mistral,False,,[],True,11
Diet management for IBD with iron deficiency anemia (ferritin 10 ng/mL),therapy,5,Mistral,False,,['ferritin'],True,11
Nutrition plan for CKD stage 4 with phosphorus 5.2 mg/dL,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,10
Diet therapy for autoimmune hepatitis with ALT 120 U/L,therapy,5,Mistral,False,,[],True,9
What should I eat if I have MCAD deficiency with carnitine 15 µmol/L?,therapy,5,Mistral,False,,[],True,13
Nutrition management for anorexia nervosa with hypokalemia (K+ 2.8 mmol/L),therapy,5,Mistral,False,,[],True,10
Diet plan for PKU with tyrosine 30 µmol/L,therapy,5,Mistral,False,,[],True,8
Nutrition therapy for MSUD with isoleucine 300 µmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with cystic fibrosis and CFRD (cystic fibrosis-related diabetes)?,therapy,5,Mistral,False,,[],True,11
Diet management for heart failure with hyponatremia (Na+ 128 mmol/L),therapy,5,Mistral,False,,[],True,10
Nutrition plan for NAFLD with T2DM and obesity (BMI 38),therapy,5,Mistral,False,,[],True,10
Diet therapy for ulcerative colitis with pouchitis,therapy,5,Mistral,False,,[],True,7
What should I eat if I have celiac disease and concurrent SIBO?,therapy,5,Mistral,False,,[],True,12
Nutrition management for rheumatoid arthritis with tocilizumab treatment,therapy,5,Mistral,False,,[],True,8
Diet plan for osteoporosis with history of vertebral fracture,therapy,5,Mistral,False,,"['calcium', 'vitamin_d']",True,9
Nutrition therapy for hypertension with magnesium 1.2 mg/dL,therapy,5,Mistral,False,,[],True,8
What to eat with type 2 diabetes and SGLT2 inhibitor treatment?,therapy,5,Mistral,False,,"['glucose', 'hba1c']",True,11
Diet management for IBD with vitamin B12 deficiency (200 pg/mL),therapy,5,Mistral,False,,[],True,10
Nutrition plan for CKD stage 3 with potassium 5.8 mg/dL,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,10
Diet therapy for autoimmune hepatitis with bilirubin 2.5 mg/dL,therapy,5,Mistral,False,,[],True,9
What should I eat if I have propionic acidemia with carnitine 10 µmol/L?,therapy,5,Mistral,False,,[],True,13
Nutrition management for anorexia nervosa with refeeding syndrome risk,therapy,5,Mistral,False,,[],True,9
Diet plan for PKU with phenylalanine 500 µmol/L,therapy,5,Mistral,False,,[],True,8
Nutrition therapy for MSUD with leucine 700 µmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with cystic fibrosis and pancreatic enzyme replacement therapy?,therapy,5,Mistral,False,,[],True,11
Diet management for heart failure with hyperkalemia (K+ 5.8 mmol/L),therapy,5,Mistral,False,,[],True,10
Nutrition plan for NAFLD with metabolic syndrome,therapy,5,Mistral,False,,[],True,7
Diet therapy for ulcerative colitis with primary sclerosing cholangitis,therapy,5,Mistral,False,,[],True,9
What should I eat if I have celiac disease and concurrent IgA deficiency?,therapy,5,Mistral,False,,[],True,13
Nutrition management for rheumatoid arthritis with TNF inhibitor treatment,therapy,5,Mistral,False,,[],True,9
Diet plan for osteoporosis with history of fragility fracture,therapy,5,Mistral,False,,"['calcium', 'vitamin_d']",True,9
Nutrition therapy for hypertension with sodium 150 mmol/L,therapy,5,Mistral,False,,[],True,8
What to eat with type 1 diabetes and celiac disease comorbidity?,therapy,5,Mistral,False,,[],True,11
Diet management for IBD with iron deficiency anemia (ferritin 10 ng/mL),therapy,5,Mistral,False,,['ferritin'],True,11
Nutrition plan for CKD stage 4 with phosphorus 5.2 mg/dL,therapy,5,Mistral,False,,"['uric_acid', 'calcium', 'oxalate']",True,10
Nutrient composition of 100g of boiled bambara nut,general,2,TinyLlama,False,,[],False,8
"Tell me what's in avocado — vitamins,  minerals,  etc.",general,2,TinyLlama,False,,[],False,9
Give me the amino acid breakdown of soybean,general,3,Mistral,False,,[],False,8
What is the phytate content of unfermented ogi?,general,3,Mistral,False,,[],False,8
Explain how vitamin K helps with blood clotting,general,4,Mistral,False,,[],False,8
What foods contain the most vitamin C?,general,2,TinyLlama,False,,[],False,7
How does thiamine work in the body?,general,4,Mistral,False,,[],False,7
What is the role of zinc in immune function?,general,4,Mistral,False,,[],False,9
How does the urea cycle work?,general,5,Mistral,False,,[],False,6
What are the biochemical functions of magnesium?,general,4,Mistral,False,,[],False,7
Explain the Krebs cycle in simple terms,general,4,Mistral,False,,[],False,7
What is the chemical structure of vitamin B12?,general,4,Mistral,False,,[],False,8
How does iron get absorbed in the gut?,general,4,Mistral,False,,[],False,8
What is the role of folate in DNA synthesis?,general,4,Mistral,False,,[],False,9
Explain how omega-3 fatty acids reduce inflammation,general,4,Mistral,False,,[],False,7
What is the biochemical mechanism of scurvy?,general,4,Mistral,False,,[],False,7
How does vitamin D regulate calcium absorption?,general,4,Mistral,False,,[],False,7
What is the role of selenium in thyroid function?,general,4,Mistral,False,,[],False,9
Explain the methylation cycle and its importance,general,5,Mistral,False,,[],False,7
What is the biochemical basis of beriberi?,general,4,Mistral,False,,[],False,7
How does carnitine shuttle work for fatty acid oxidation?,general,5,Mistral,False,,[],False,9
What is the role of glutathione in the body?,general,5,Mistral,False,,[],False,9
Explain how insulin regulates blood sugar,general,4,Mistral,False,,[],False,6
What is the biochemical mechanism of diabetes complications?,general,5,Mistral,False,,[],False,8
How does the body process alcohol biochemically?,general,4,Mistral,False,,[],False,7
What is the role of vitamin A in vision?,general,4,Mistral,False,,[],False,9
Explain the biochemical basis of kwashiorkor,general,5,Mistral,False,,[],False,6
How does the body synthesize collagen?,general,4,Mistral,False,,[],False,6
What is the role of biotin in metabolism?,general,4,Mistral,False,,[],False,8
Explain how the gut microbiome produces butyrate,general,5,Mistral,False,,[],False,7
What is the nutrient composition of traditional Nigerian egusi soup?,general,3,Mistral,False,,[],False,10
How much phytate is in 100g of fermented maize?,general,3,Mistral,False,,[],False,9
What is the vitamin K content of natto?,general,3,Mistral,False,,[],False,8
What are the mineral contents of palm oil?,general,3,Mistral,False,,[],False,8
How much zinc is in 100g of dried crayfish?,general,3,Mistral,False,,[],False,9
What is the amino acid profile of cowpea?,general,3,Mistral,False,,[],False,8
How much vitamin C is in fresh vs frozen spinach?,general,3,Mistral,False,,[],False,10
What is the iron content of traditional Ghanaian groundnut soup?,general,3,Mistral,False,,[],False,10
How much magnesium is in roasted pumpkin seeds?,general,3,Mistral,False,,[],False,8
What is the calcium content of traditional African fermented milk?,general,3,Mistral,False,,[],False,10
Compare the iron content of palm oil and shea butter,comparison,2,TinyLlama,True,,[],False,10
Is palm wine or fermented maize better for gut microbiome health?,comparison,4,Mistral,True,,[],False,11
Compare vitamin K levels in raw kale versus fermented soy products,comparison,3,TinyLlama,True,,[],False,11
Which has lower phytate: unfermented ogi or sourdough bread?,comparison,4,Mistral,True,,[],False,9
Compare protein quality of cowpea versus bambara nut using PDCAAS,comparison,3,TinyLlama,True,,[],False,10
Is palm oil or shea butter better for vitamin E absorption?,comparison,2,TinyLlama,True,,[],False,11
Compare iron bioavailability in raw versus sprouted lentils,comparison,4,Mistral,True,,[],False,8
"Which African staple has the lowest phytate: fufu,  ugali,  or banku?",comparison,3,TinyLlama,True,,[],False,11
Compare glycemic index of boiled yam versus roasted plantain,comparison,3,TinyLlama,True,,[],False,9
Is palm wine or fermented cassava better for gut microbiome?,comparison,4,Mistral,True,,[],False,10
Compare calcium content in traditional Nigerian versus Ghanaian soups,comparison,3,TinyLlama,True,,[],False,9
Which has higher lysine: bambara nut or cowpea?,comparison,2,TinyLlama,True,,[],False,8
How much zinc should a 3-year-old child consume daily?,recommendation,4,Mistral,True,,[],False,9
What's the recommended daily fiber intake for an adult with constipation?,recommendation,3,Mistral,True,,[],False,11
How much vitamin C should a smoker consume daily?,recommendation,3,Mistral,True,,[],False,9
What's the ideal protein intake for a 70kg Nigerian bodybuilder?,recommendation,4,Mistral,True,,[],False,10
How much iron should a menstruating woman consume daily?,recommendation,3,Mistral,True,,[],False,9
What's the recommended daily water intake for someone in Ghanaian climate?,recommendation,3,Mistral,True,,[],False,11
How much vitamin D should a dark-skinned person in Nigeria take daily?,recommendation,4,Mistral,True,,[],False,12
What's the ideal carbohydrate intake for a diabetic patient?,recommendation,3,Mistral,True,,[],False,9
How much omega-3 should someone with rheumatoid arthritis consume daily?,recommendation,4,Mistral,True,,[],False,10
What's the recommended daily sodium limit for someone with hypertension?,recommendation,3,Mistral,True,,['sodium'],True,10
How much vitamin B12 should a vegan consume daily?,recommendation,3,Mistral,True,,[],False,9
What's the ideal calcium intake for a postmenopausal woman?,recommendation,3,Mistral,True,,[],False,9
How much magnesium should someone with migraines consume daily?,recommendation,4,Mistral,True,,[],False,9
What's the recommended daily potassium intake for someone on diuretics?,recommendation,4,Mistral,True,,['potassium'],True,10
How much folate should a pregnant woman consume daily?,recommendation,3,Mistral,True,,[],False,9
What's the ideal protein intake for a child with kwashiorkor?,recommendation,5,Mistral,True,,[],False,10
How much zinc should a child with diarrhea consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the recommended daily vitamin A intake for a child in Nigeria?,recommendation,4,Mistral,True,,[],False,12
How much vitamin K should someone on warfarin maintain daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal iron intake for a vegetarian athlete?,recommendation,4,Mistral,True,,[],False,9
How much vitamin C should a child with scurvy consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily calorie intake for weight loss in Nigeria?,recommendation,4,Mistral,True,,[],False,11
How much protein should a child with marasmus consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal fat intake for someone with fatty liver disease?,recommendation,4,Mistral,True,,[],False,11
How much vitamin D should a breastfed infant consume daily?,recommendation,4,Mistral,True,,[],False,10
What's the recommended daily iodine intake in iodine-deficient regions?,recommendation,4,Mistral,True,,[],False,9
How much selenium should someone with thyroid issues consume daily?,recommendation,4,Mistral,True,,[],False,10
What's the ideal carbohydrate intake for a child with reactive hypoglycemia?,recommendation,4,Mistral,True,,[],False,11
How much vitamin E should someone with NAFLD consume daily?,recommendation,4,Mistral,True,,[],False,10
What's the recommended daily chromium intake for someone with insulin resistance?,recommendation,4,Mistral,True,,[],False,11
How much zinc should a 5-year-old with stunted growth consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the ideal protein intake for a 60kg Kenyan runner?,recommendation,4,Mistral,True,,[],False,10
How much iron should a breastfeeding woman consume daily?,recommendation,3,Mistral,True,,[],False,9
What's the recommended daily fiber intake for someone with IBS-D?,recommendation,3,Mistral,True,,[],False,10
How much vitamin D should someone with CKD stage 3 consume daily?,recommendation,5,Mistral,True,,[],False,12
What's the ideal calcium intake for a child with rickets?,recommendation,5,Mistral,True,,[],False,10
How much magnesium should someone with muscle cramps consume daily?,recommendation,4,Mistral,True,,[],False,10
What's the recommended daily potassium intake for someone with hypokalemia?,recommendation,5,Mistral,True,,[],False,10
How much folate should someone with MTHFR mutation consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal protein intake for a child with cystic fibrosis?,recommendation,5,Mistral,True,,[],False,11
How much zinc should a child with acrodermatitis enteropathica consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily vitamin A intake for a child with measles?,recommendation,5,Mistral,True,,[],False,12
How much vitamin K should someone with cholestasis consume daily?,recommendation,5,Mistral,True,,[],False,10
What's the ideal iron intake for a child with sickle cell disease?,recommendation,5,Mistral,True,,[],False,12
How much vitamin C should a child with malnutrition consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily calorie intake for catch-up growth in Nigeria?,recommendation,5,Mistral,True,,[],False,11
How much protein should a child with protein-energy malnutrition consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the ideal fat intake for someone with chylomicron retention disease?,recommendation,5,Mistral,True,,[],False,11
How much vitamin D should a child with rickets consume daily?,recommendation,5,Mistral,True,,[],False,11
What's the recommended daily iodine intake for pregnant women in Africa?,recommendation,4,Mistral,True,,[],False,11
What are the nutritional benefits of eating only bananas for a month?,general,2,TinyLlama,True,recommendation,[],False,12
Can I drink coffee while taking levothyroxine for my thyroid condition?,therapy,4,Mistral,True,general,[],True,11
Compare the protein content of chicken and beef per 100g,comparison,2,TinyLlama,False,recommendation,[],False,10
How much water should I drink every day to lose weight?,recommendation,3,Mistral,True,therapy,[],False,11
What is the best diet for building muscle quickly?,recommendation,3,Mistral,True,therapy,[],False,9
Explain how insulin works in the body,general,4,Mistral,False,therapy,[],False,7
What should I eat if I have high blood pressure?,therapy,2,TinyLlama,True,recommendation,[],False,10
Compare the sugar content in Coke and Pepsi,comparison,2,TinyLlama,False,recommendation,[],False,8
Is intermittent fasting good for diabetes management?,therapy,3,Mistral,True,general,"['glucose', 'hba1c']",False,7
How many calories are in a Big Mac?,general,1,TinyLlama,False,recommendation,[],False,8
What foods should I avoid if I have high cholesterol?,therapy,3,Mistral,True,recommendation,[],False,10
Compare the vitamin C content in oranges and lemons,comparison,2,TinyLlama,False,recommendation,[],False,9
How much protein do I need after a workout?,recommendation,3,Mistral,True,therapy,[],False,9
What is the glycemic index of white rice?,general,2,TinyLlama,False,therapy,[],False,8
Can I eat eggs if I have high cholesterol?,therapy,3,Mistral,True,general,[],False,9
Compare the fat content in whole milk and skim milk,comparison,2,TinyLlama,False,recommendation,[],False,10
How much fiber should I eat daily for constipation?,recommendation,3,Mistral,True,therapy,[],False,9
What is the difference between saturated and unsaturated fats?,general,3,Mistral,False,comparison,[],False,9
Is coconut oil healthier than olive oil?,comparison,3,Mistral,True,therapy,[],False,7
How many carbohydrates should a diabetic eat per meal?,recommendation,4,Mistral,True,therapy,[],False,9
What are the symptoms of vitamin D deficiency?,general,2,TinyLlama,False,therapy,[],False,8
Compare the iron content in spinach and red meat,comparison,3,Mistral,True,therapy,[],False,9
How much vitamin D should I take in winter?,recommendation,3,Mistral,True,therapy,[],False,9
What is the best diet for weight loss?,recommendation,2,TinyLlama,True,therapy,[],False,8
Can I eat avocado if I'm trying to lose weight?,recommendation,2,TinyLlama,True,therapy,[],False,10
Compare the omega-3 content in salmon and tuna,comparison,3,Mistral,True,therapy,[],False,8
How much salt is in a teaspoon?,general,1,TinyLlama,False,recommendation,[],False,7
What foods are high in potassium?,general,2,TinyLlama,False,recommendation,[],False,6
Is it safe to follow a keto diet with kidney disease?,therapy,4,Mistral,True,general,[],True,11
How much sugar is in a can of soda?,general,1,TinyLlama,False,recommendation,[],False,9
What is the best time to eat carbohydrates?,general,3,Mistral,True,recommendation,[],False,8
Compare the calcium content in milk and almond milk,comparison,3,Mistral,True,therapy,[],False,9
How much water should pregnant women drink daily?,recommendation,3,Mistral,True,therapy,[],False,8
What are the health benefits of green tea?,general,2,TinyLlama,False,therapy,[],False,8
Can I drink alcohol while on blood pressure medication?,therapy,4,Mistral,True,general,[],True,9
Compare the protein quality of plant vs animal sources,comparison,4,Mistral,True,therapy,[],False,9
How much magnesium should I take for muscle cramps?,recommendation,4,Mistral,True,therapy,[],False,9
What foods should I eat before a marathon?,recommendation,4,Mistral,True,therapy,[],False,8
Is honey better than sugar for diabetics?,therapy,3,Mistral,True,general,[],False,7
How much vitamin C is in a glass of orange juice?,general,2,TinyLlama,False,recommendation,[],False,11
What is the difference between probiotics and prebiotics?,general,3,Mistral,False,comparison,[],False,8
Compare the antioxidant levels in blueberries and strawberries,comparison,3,Mistral,True,therapy,[],False,8
How much zinc should I take when I have a cold?,recommendation,4,Mistral,True,therapy,[],False,11
What is the best diet for PCOS?,therapy,4,Mistral,True,recommendation,[],True,7
Can I eat nuts if I have diverticulitis?,therapy,3,Mistral,True,general,[],False,8
Compare the glycemic load of white bread vs whole wheat,comparison,3,Mistral,True,therapy,[],False,10
How much protein is in a cup of quinoa?,general,2,TinyLlama,False,recommendation,[],False,9
What foods should I avoid with gout?,therapy,4,Mistral,True,recommendation,[],True,7
Is it healthy to skip breakfast?,general,2,TinyLlama,True,recommendation,[],False,6
How much fiber is in a medium apple?,general,2,TinyLlama,False,recommendation,[],False,8
What is the best diet for fatty liver disease?,therapy,4,Mistral,True,recommendation,[],True,9
Compare the vitamin D content in fortified milk and mushrooms,comparison,3,Mistral,True,therapy,[],False,10
How much omega-3 should I take for heart health?,recommendation,4,Mistral,True,therapy,[],False,9
What are the side effects of too much vitamin B12?,general,3,Mistral,False,therapy,[],False,10
Can I eat grapefruit while taking statins?,therapy,5,Mistral,True,general,[],True,7
